Producto;Tiendas;Categoría;Precio;Envío;Año;Fecha;Vendedor;Lugar de Compra;Calificación;Método de pago;Cantidad de cuotas;lat;lon
Sofá reclinable;4;Muebles;7316000;371000;2020;24-05-2020;Juliana Costa;Medellín;5;Cupón;1;625184;-7556359
Lavadora de ropa;4;Electrodomésticos;13847000;719000;2020;02-08-2020;Juliana Costa;Pasto;5;Tarjeta de crédito;2;121361;-7728111
TV LED UHD 4K;4;Electrónicos;27788000;1485000;2021;18-04-2021;Felipe Santos;Cartagena;1;Tarjeta de crédito;10;1039972;-7551444
Auriculares con micrófono;4;Electrónicos;1492000;82000;2023;24-03-2023;Lucas Olivera;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
Ajedrez de madera;4;Juguetes;233000;0;2020;04-08-2020;Camila Rivera;Medellín;3;Tarjeta de crédito;2;625184;-7556359
Mesa de noche;4;Muebles;3256000;230000;2021;09-02-2021;Ángel Rodriguez;Barranquilla;5;Nequi;1;1096854;-7478132
Mesa de centro;4;Muebles;1927000;84000;2020;18-11-2020;Blanca Ramirez;Cartagena;5;Tarjeta de crédito;10;1039972;-7551444
Batería;4;Instrumentos musicales;9694000;564000;2022;17-07-2022;Lucas Olivera;Bucaramanga;5;Cupón;1;712539;-731198
Cama box;4;Muebles;6791000;366000;2021;23-08-2021;Juliana Costa;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Secadora de ropa;4;Electrodomésticos;10520000;542000;2022;29-11-2022;Pedro Gomez;Medellín;3;Tarjeta de crédito;2;625184;-7556359
Mochila;4;Deportes y diversión;925000;60000;2022;10-12-2022;Santiago Silva;Medellín;4;Tarjeta de crédito;1;625184;-7556359
Tablet ABXY;4;Electrónicos;11605000;692000;2022;11-04-2022;Ángel Rodriguez;Cali;1;Tarjeta de crédito;6;343722;-765225
Sofá reclinable;4;Muebles;6651000;336000;2022;24-01-2022;Mariana Herrera;Bogotá;4;Nequi;1;460971;-7408175
Balón de baloncesto;4;Deportes y diversión;513000;9000;2020;12-11-2020;Beatriz Morales;Leticia;5;Nequi;1;-421528;-6994056
Balón de voleibol;4;Deportes y diversión;525000;33000;2021;05-10-2021;Rafael Acosta;Cartagena;4;Tarjeta de crédito;2;1039972;-7551444
Bicicleta;4;Deportes y diversión;4586000;246000;2020;27-07-2020;Lucas Olivera;Bogotá;4;Tarjeta de crédito;3;460971;-7408175
Dinosaurio Rex;4;Juguetes;193000;57000;2022;08-04-2022;Ángel Rodriguez;Riohacha;5;Tarjeta de crédito;6;1154444;-7290722
Secadora de ropa;4;Electrodomésticos;9442000;485000;2021;13-12-2021;Felipe Santos;Medellín;1;Tarjeta de crédito;1;625184;-7556359
Dashboards con Power BI;4;Libros;384000;0;2022;03-02-2022;Lucas Olivera;Bogotá;1;Tarjeta de crédito;18;460971;-7408175
Secadora de ropa;4;Electrodomésticos;14724000;766000;2020;30-11-2020;Blanca Ramirez;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Balón de baloncesto;4;Deportes y diversión;469000;0;2021;06-10-2021;Lucas Olivera;Cali;5;Tarjeta de crédito;1;343722;-765225
Cama box;4;Muebles;6761000;407000;2020;07-06-2020;Mariana Herrera;Bogotá;5;Nequi;1;460971;-7408175
Bicicleta;4;Deportes y diversión;4764000;256000;2022;25-03-2022;Mariana Herrera;Bogotá;1;Tarjeta de crédito;1;460971;-7408175
Vaso térmico;4;Deportes y diversión;363000;0;2022;26-11-2022;Pedro Gomez;Riohacha;5;Tarjeta de crédito;9;1154444;-7290722
Dashboards con Power BI;4;Libros;446000;0;2020;15-07-2020;Maria Alfonso;Riohacha;5;Tarjeta de crédito;1;1154444;-7290722
Impresora;4;Electrónicos;3376000;162000;2021;27-03-2021;Juan Fernandez;Bogotá;1;Nequi;1;460971;-7408175
Cubo mágico 8x8;4;Juguetes;150000;15000;2021;06-01-2021;Beatriz Morales;Pereira;5;Tarjeta de crédito;8;481333;-7569611
Iniciando en programación;4;Libros;521000;30000;2021;15-01-2021;Juliana Costa;Bogotá;1;Tarjeta de crédito;2;460971;-7408175
Muñeca bebé;4;Juguetes;380000;24000;2023;01-01-2023;Santiago Silva;Bogotá;4;Nequi;1;460971;-7408175
Mesa de comedor;4;Muebles;3390000;162000;2020;12-05-2020;Felipe Santos;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Balón de voleibol;4;Deportes y diversión;401000;0;2020;25-02-2020;Juan Fernandez;Cali;5;Tarjeta de crédito;1;343722;-765225
Cuerda para saltar;4;Deportes y diversión;147000;12000;2020;20-03-2020;Santiago Silva;Bogotá;5;Nequi;1;460971;-7408175
Mesa de centro;4;Muebles;2086000;93000;2021;06-11-2021;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Ajedrez de madera;4;Juguetes;271000;0;2021;13-03-2021;Juan Fernandez;Bogotá;5;Tarjeta de crédito;5;460971;-7408175
Silla de oficina;4;Muebles;2636000;122000;2022;08-07-2022;Lucas Olivera;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Sofá reclinable;4;Muebles;7027000;376000;2020;10-12-2020;Ángel Rodriguez;Bogotá;5;Nequi;1;460971;-7408175
Cuerda para saltar;4;Deportes y diversión;132000;0;2022;13-05-2022;Blanca Ramirez;Medellín;5;Tarjeta de crédito;10;625184;-7556359
Mochila;4;Deportes y diversión;1113000;41000;2020;29-03-2020;Mariana Herrera;Medellín;1;Tarjeta de crédito;10;625184;-7556359
Dashboards con Power BI;4;Libros;395000;32000;2020;25-05-2020;Juliana Costa;Bogotá;5;Nequi;1;460971;-7408175
Asistente virtual;4;Electrónicos;2085000;93000;2020;04-11-2020;Mariana Herrera;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Refrigerador;4;Electrodomésticos;14808000;791000;2022;13-08-2022;Mariana Herrera;Pereira;5;Tarjeta de crédito;2;481333;-7569611
Cuerda para saltar;4;Deportes y diversión;251000;15000;2020;16-07-2020;Lucas Olivera;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Vaso térmico;4;Deportes y diversión;655000;17000;2022;09-02-2022;Juan Fernandez;Bogotá;5;Tarjeta de crédito;6;460971;-7408175
Muñeca bebé;4;Juguetes;533000;10000;2021;26-12-2021;Ángel Rodriguez;Pereira;5;Tarjeta de crédito;5;481333;-7569611
Cama box;4;Muebles;4709000;257000;2020;20-11-2020;Pedro Gomez;Pasto;1;Tarjeta de crédito;6;121361;-7728111
Balón de voleibol;4;Deportes y diversión;573000;41000;2022;14-07-2022;Juan Fernandez;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Modelado predictivo;4;Libros;685000;40000;2023;04-02-2023;Pedro Gomez;Bogotá;2;Cupón;1;460971;-7408175
Mesa de noche;4;Muebles;2986000;141000;2022;18-11-2022;Mariana Herrera;Bucaramanga;5;Tarjeta de crédito;10;712539;-731198
Mochila;4;Deportes y diversión;1113000;66000;2020;11-11-2020;Juan Fernandez;Pereira;5;Tarjeta de crédito;3;481333;-7569611
Ciencia de datos con Python;4;Libros;665000;38000;2020;21-07-2020;Juliana Costa;Bogotá;3;Nequi;1;460971;-7408175
Kit de bancas;4;Muebles;3192000;152000;2020;02-03-2020;Izabela de León;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Refrigerador;4;Electrodomésticos;23481000;1309000;2022;05-06-2022;Ángel Rodriguez;Medellín;5;Nequi;1;625184;-7556359
Set de vasos;4;Artículos para el hogar;403000;28000;2022;11-04-2022;Blanca Ramirez;Medellín;5;Tarjeta de crédito;5;625184;-7556359
Sillón;4;Muebles;2569000;119000;2023;29-03-2023;Rafael Acosta;Pereira;3;Nequi;1;481333;-7569611
Mesa de noche;4;Muebles;2655000;123000;2023;04-03-2023;Juliana Costa;Bucaramanga;2;Tarjeta de crédito;8;712539;-731198
Smartwatch;4;Electrónicos;1701000;96000;2020;20-02-2020;Camila Rivera;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
Microondas;4;Electrodomésticos;5812000;291000;2020;28-05-2020;Santiago Silva;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Ajedrez de madera;4;Juguetes;302000;0;2021;11-02-2021;Blanca Ramirez;Medellín;5;Cupón;1;625184;-7556359
Smart TV;4;Electrónicos;13293000;690000;2021;09-01-2021;Camila Rivera;Medellín;4;Tarjeta de crédito;2;625184;-7556359
Guitarra eléctrica;4;Instrumentos musicales;7098000;360000;2021;01-08-2021;Felipe Santos;Bogotá;2;Tarjeta de crédito;3;460971;-7408175
Muñeca bebé;4;Juguetes;470000;0;2020;28-06-2020;Beatriz Morales;Medellín;2;Tarjeta de crédito;1;625184;-7556359
Dashboards con Power BI;4;Libros;269000;83000;2021;26-11-2021;Mariana Herrera;Bogotá;4;Tarjeta de crédito;3;460971;-7408175
Set de ollas;4;Artículos para el hogar;1741000;75000;2021;16-01-2021;Felipe Santos;Cali;1;Tarjeta de crédito;5;343722;-765225
Tablet ABXY;4;Electrónicos;8253000;513000;2021;01-01-2021;Beatriz Morales;Bogotá;1;Cupón;1;460971;-7408175
Ajedrez de madera;4;Juguetes;267000;18000;2021;02-05-2021;Ángel Rodriguez;Medellín;5;Cupón;1;625184;-7556359
Auriculares con micrófono;4;Electrónicos;2552000;118000;2021;01-02-2021;Izabela de León;Bogotá;2;Cupón;1;460971;-7408175
Cubo mágico 8x8;4;Juguetes;166000;16000;2021;04-01-2021;Mariana Herrera;Medellín;4;Tarjeta de crédito;10;625184;-7556359
Armario;4;Muebles;5108000;254000;2021;14-04-2021;Camila Rivera;Medellín;3;Tarjeta de crédito;4;625184;-7556359
Sillón;4;Muebles;2033000;90000;2021;09-08-2021;Juan Fernandez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Cubertería;4;Artículos para el hogar;572000;34000;2022;20-09-2022;Ángel Rodriguez;Bogotá;1;Tarjeta de crédito;10;460971;-7408175
TV LED UHD 4K;4;Electrónicos;16819000;942000;2021;21-09-2021;Maria Alfonso;Leticia;5;Nequi;1;-421528;-6994056
Smartwatch;4;Electrónicos;1568000;65000;2021;23-02-2021;Pedro Gomez;Santa Marta;1;Tarjeta de crédito;1;1124079;-7419904
Asistente virtual;4;Electrónicos;1581000;88000;2021;20-08-2021;Felipe Santos;Medellín;4;Tarjeta de crédito;6;625184;-7556359
Iniciando en programación;4;Libros;518000;35000;2021;23-05-2021;Lucas Olivera;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Celular ABXY;4;Electrónicos;10781000;576000;2020;04-11-2020;Lucas Olivera;Bogotá;5;Tarjeta de crédito;6;460971;-7408175
Guitarra acústica;4;Instrumentos musicales;4227000;207000;2021;25-04-2021;Lucas Olivera;Bucaramanga;5;Cupón;1;712539;-731198
Lavadora de ropa;4;Electrodomésticos;14988000;780000;2021;13-02-2021;Pedro Gomez;Medellín;5;Nequi;1;625184;-7556359
Balón de voleibol;4;Deportes y diversión;534000;31000;2020;09-09-2020;Rafael Acosta;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Vaso térmico;4;Deportes y diversión;368000;26000;2021;17-05-2021;Felipe Santos;Bogotá;5;Tarjeta de crédito;5;460971;-7408175
Mesa de comedor;4;Muebles;2583000;171000;2021;05-09-2021;Felipe Santos;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Bicicleta;4;Deportes y diversión;6633000;335000;2020;13-03-2020;Camila Rivera;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Refrigerador;4;Electrodomésticos;18574000;1000000;2022;22-03-2022;Ángel Rodriguez;Medellín;5;Tarjeta de crédito;5;625184;-7556359
Set de ollas;4;Artículos para el hogar;1386000;56000;2021;19-03-2021;Lucas Olivera;Pereira;5;Nequi;1;481333;-7569611
Iphone 15;4;Electrónicos;13378000;736000;2020;04-11-2020;Juan Fernandez;Bogotá;5;Cupón;1;460971;-7408175
Refrigerador;4;Electrodomésticos;14703000;765000;2021;08-11-2021;Mariana Herrera;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Bloques de construcción;4;Juguetes;379000;27000;2020;25-09-2020;Ángel Rodriguez;Cali;4;Cupón;1;343722;-765225
Microondas;4;Electrodomésticos;7243000;368000;2021;27-05-2021;Pedro Gomez;Bogotá;5;Tarjeta de crédito;5;460971;-7408175
Pandereta;4;Instrumentos musicales;399000;23000;2021;21-08-2021;Juan Fernandez;Bogotá;5;Tarjeta de débito;1;460971;-7408175
Vaso térmico;4;Deportes y diversión;332000;20000;2021;04-04-2021;Izabela de León;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Modelado predictivo;4;Libros;731000;21000;2021;04-06-2021;Izabela de León;Bogotá;5;Nequi;1;460971;-7408175
Olla de presión;4;Artículos para el hogar;681000;38000;2021;27-05-2021;Santiago Silva;Bucaramanga;5;Tarjeta de crédito;1;712539;-731198
Bloques de construcción;4;Juguetes;267000;0;2020;15-03-2020;Lucas Olivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Guitarra acústica;4;Instrumentos musicales;2093000;119000;2020;16-01-2020;Pedro Gomez;Medellín;5;Tarjeta de crédito;6;625184;-7556359
Sofá reclinable;4;Muebles;7065000;378000;2020;16-11-2020;Maria Alfonso;Medellín;1;Tarjeta de crédito;1;625184;-7556359
Iniciando en programación;4;Libros;568000;54000;2021;15-10-2021;Camila Rivera;Cali;4;Tarjeta de crédito;8;343722;-765225
Ajedrez de madera;4;Juguetes;231000;16000;2021;08-01-2021;Camila Rivera;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Carrito de control remoto;4;Juguetes;699000;39000;2020;15-04-2020;Blanca Ramirez;Bucaramanga;5;Tarjeta de crédito;8;712539;-731198
Cama king;4;Muebles;4146000;269000;2021;28-09-2021;Blanca Ramirez;Bogotá;4;Tarjeta de crédito;4;460971;-7408175
Set de vasos;4;Artículos para el hogar;277000;102000;2022;26-01-2022;Beatriz Morales;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Cama box;4;Muebles;4365000;236000;2021;22-09-2021;Felipe Santos;Riohacha;4;Tarjeta de crédito;4;1154444;-7290722
Smart TV;4;Electrónicos;15985000;858000;2020;07-01-2020;Camila Rivera;Bogotá;5;Cupón;1;460971;-7408175
Dinosaurio Rex;4;Juguetes;174000;16000;2021;30-12-2021;Izabela de León;Cali;1;Tarjeta de crédito;2;343722;-765225
Bloques de construcción;4;Juguetes;428000;25000;2023;11-01-2023;Mariana Herrera;Medellín;4;Tarjeta de crédito;10;625184;-7556359
Cubertería;4;Artículos para el hogar;561000;32000;2022;20-01-2022;Juliana Costa;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Ajedrez de madera;4;Juguetes;231000;17000;2020;18-04-2020;Lucas Olivera;Medellín;1;Tarjeta de crédito;5;625184;-7556359
Sillón;4;Muebles;2511000;140000;2020;13-11-2020;Mariana Herrera;Medellín;5;Tarjeta de crédito;3;625184;-7556359
Lavavajillas;4;Electrodomésticos;12689000;680000;2023;03-03-2023;Blanca Ramirez;Cali;5;Nequi;1;343722;-765225
Set de vasos;4;Artículos para el hogar;353000;23000;2020;21-08-2020;Izabela de León;Medellín;5;Tarjeta de crédito;3;625184;-7556359
Set de vasos;4;Artículos para el hogar;288000;20000;2022;25-01-2022;Beatriz Morales;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Modelado predictivo;4;Libros;496000;8000;2020;16-05-2020;Pedro Gomez;Medellín;5;Nequi;1;625184;-7556359
Vaso térmico;4;Deportes y diversión;264000;0;2020;26-07-2020;Mariana Herrera;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Cubertería;4;Artículos para el hogar;304000;0;2021;24-05-2021;Camila Rivera;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Dinosaurio Rex;4;Juguetes;202000;15000;2021;31-05-2021;Rafael Acosta;Bogotá;2;Tarjeta de crédito;3;460971;-7408175
Pandereta;4;Instrumentos musicales;382000;99000;2021;17-12-2021;Mariana Herrera;Pereira;5;Tarjeta de crédito;2;481333;-7569611
Sillón;4;Muebles;2215000;100000;2020;06-03-2020;Mariana Herrera;Leticia;5;Nequi;1;-421528;-6994056
Mesa de comedor;4;Muebles;2071000;92000;2022;18-01-2022;Mariana Herrera;Medellín;4;Nequi;1;625184;-7556359
Mesa de noche;4;Muebles;2322000;126000;2020;05-09-2020;Santiago Silva;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Auriculares con micrófono;4;Electrónicos;1222000;47000;2020;10-03-2020;Izabela de León;Medellín;3;Tarjeta de crédito;2;625184;-7556359
Iphone 15;4;Electrónicos;12756000;681000;2022;10-06-2022;Mariana Herrera;Cali;3;Tarjeta de crédito;5;343722;-765225
Set de ollas;4;Artículos para el hogar;935000;54000;2020;21-05-2020;Juliana Costa;Pereira;3;Cupón;1;481333;-7569611
Muñeca bebé;4;Juguetes;571000;33000;2021;30-03-2021;Mariana Herrera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Tablet ABXY;4;Electrónicos;17361000;928000;2022;02-02-2022;Rafael Acosta;Santa Marta;5;Tarjeta de crédito;6;1124079;-7419904
Smart TV;4;Electrónicos;14336000;745000;2021;22-07-2021;Izabela de León;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Pandereta;4;Instrumentos musicales;399000;0;2022;16-01-2022;Maria Alfonso;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
Vaso térmico;4;Deportes y diversión;527000;30000;2021;04-06-2021;Rafael Acosta;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
Muñeca bebé;4;Juguetes;408000;26000;2020;22-07-2020;Juliana Costa;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Pandereta;4;Instrumentos musicales;782000;46000;2021;26-08-2021;Beatriz Morales;Bogotá;5;Nequi;1;460971;-7408175
Iphone 15;4;Electrónicos;15414000;803000;2021;20-02-2021;Blanca Ramirez;Pereira;4;Tarjeta de crédito;6;481333;-7569611
Dinosaurio Rex;4;Juguetes;215000;22000;2022;17-12-2022;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Vaso térmico;4;Deportes y diversión;642000;16000;2020;21-12-2020;Pedro Gomez;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Balón de voleibol;4;Deportes y diversión;434000;0;2022;08-04-2022;Mariana Herrera;Leticia;4;Tarjeta de crédito;3;-421528;-6994056
Juego de mesa;4;Juguetes;1606000;67000;2020;22-07-2020;Santiago Silva;Bogotá;4;Tarjeta de crédito;6;460971;-7408175
Olla de presión;4;Artículos para el hogar;589000;90000;2020;11-05-2020;Camila Rivera;Bogotá;4;Tarjeta de crédito;3;460971;-7408175
Carrito de control remoto;4;Juguetes;815000;100000;2020;09-05-2020;Juan Fernandez;Bogotá;4;Tarjeta de crédito;6;460971;-7408175
Mesa de noche;4;Muebles;2706000;216000;2022;08-05-2022;Izabela de León;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Bicicleta;4;Deportes y diversión;2543000;142000;2021;04-06-2021;Pedro Gomez;Leticia;1;Tarjeta de crédito;1;-421528;-6994056
Sofá reclinable;4;Muebles;7314000;371000;2021;19-05-2021;Juan Fernandez;Bogotá;1;Tarjeta de crédito;3;460971;-7408175
Muñeca bebé;4;Juguetes;479000;73000;2023;15-02-2023;Camila Rivera;Medellín;1;Tarjeta de crédito;5;625184;-7556359
Armario;4;Muebles;5219000;260000;2022;06-01-2022;Rafael Acosta;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Auriculares;4;Electrónicos;561000;32000;2021;02-09-2021;Santiago Silva;Bogotá;5;Nequi;1;460971;-7408175
Ciencia de datos con Python;4;Libros;446000;26000;2022;31-07-2022;Beatriz Morales;Leticia;3;Nequi;1;-421528;-6994056
Cubertería;4;Artículos para el hogar;391000;25000;2022;23-09-2022;Rafael Acosta;Cali;5;Tarjeta de crédito;3;343722;-765225
Batería;4;Instrumentos musicales;7866000;421000;2021;22-10-2021;Maria Alfonso;Medellín;4;Nequi;1;625184;-7556359
Ajedrez de madera;4;Juguetes;283000;0;2022;30-09-2022;Juliana Costa;Pasto;3;Tarjeta de crédito;1;121361;-7728111
Tablet ABXY;4;Electrónicos;11675000;624000;2021;26-01-2021;Ángel Rodriguez;Bogotá;1;Tarjeta de crédito;2;460971;-7408175
Cubo mágico 8x8;4;Juguetes;223000;14000;2022;19-10-2022;Santiago Silva;Bogotá;4;Nequi;1;460971;-7408175
Ciencia de datos con Python;4;Libros;482000;8000;2021;23-02-2021;Beatriz Morales;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Balón de baloncesto;4;Deportes y diversión;374000;24000;2020;11-06-2020;Rafael Acosta;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Dashboards con Power BI;4;Libros;388000;23000;2022;01-11-2022;Maria Alfonso;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Lavadora de ropa;4;Electrodomésticos;13409000;716000;2022;08-04-2022;Ángel Rodriguez;Cali;2;Nequi;1;343722;-765225
Celular ABXY;4;Electrónicos;12089000;649000;2020;14-06-2020;Lucas Olivera;Bogotá;3;Tarjeta de crédito;2;460971;-7408175
Modelado predictivo;4;Libros;458000;26000;2021;21-04-2021;Santiago Silva;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Secadora de ropa;4;Electrodomésticos;8458000;457000;2021;31-08-2021;Izabela de León;Bogotá;5;Cupón;1;460971;-7408175
Cama king;4;Muebles;8733000;447000;2022;16-06-2022;Lucas Olivera;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Cama box;4;Muebles;3638000;176000;2021;23-08-2021;Camila Rivera;Bogotá;2;Nequi;1;460971;-7408175
Auriculares;4;Electrónicos;1303000;76000;2022;18-08-2022;Rafael Acosta;Bogotá;4;Tarjeta de crédito;8;460971;-7408175
Dashboards con Power BI;4;Libros;405000;45000;2021;08-01-2021;Mariana Herrera;Neiva;4;Tarjeta de crédito;7;29273;-7528189
Sillón;4;Muebles;2224000;122000;2021;07-04-2021;Izabela de León;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Set de ollas;4;Artículos para el hogar;1180000;67000;2022;30-06-2022;Felipe Santos;Medellín;3;Tarjeta de crédito;8;625184;-7556359
Estufa;4;Electrodomésticos;3905000;210000;2020;05-06-2020;Santiago Silva;Bogotá;5;Tarjeta de débito;1;460971;-7408175
Set de vasos;4;Artículos para el hogar;435000;84000;2020;10-06-2020;Blanca Ramirez;Barranquilla;5;Tarjeta de crédito;3;1096854;-7478132
Juego de mesa;4;Juguetes;1978000;87000;2020;23-08-2020;Santiago Silva;Pereira;5;Tarjeta de crédito;2;481333;-7569611
Tablet ABXY;4;Electrónicos;9800000;504000;2020;28-10-2020;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
TV LED UHD 4K;4;Electrónicos;28610000;1505000;2022;20-09-2022;Santiago Silva;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Refrigerador;4;Electrodomésticos;23657000;1242000;2022;26-12-2022;Juliana Costa;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Olla de presión;4;Artículos para el hogar;788000;24000;2022;03-04-2022;Mariana Herrera;Cali;4;Nequi;1;343722;-765225
Cubo mágico 8x8;4;Juguetes;207000;0;2021;29-08-2021;Beatriz Morales;Bogotá;4;Tarjeta de crédito;4;460971;-7408175
Set de ollas;4;Artículos para el hogar;1456000;59000;2021;20-10-2021;Blanca Ramirez;Bogotá;5;Nequi;1;460971;-7408175
Juego de mesa;4;Juguetes;1828000;99000;2020;16-12-2020;Ángel Rodriguez;Cúcuta;4;Tarjeta de crédito;5;789391;-7250782
Cuerda para saltar;4;Deportes y diversión;92000;0;2022;12-04-2022;Felipe Santos;Bogotá;3;Tarjeta de crédito;1;460971;-7408175
Batería;4;Instrumentos musicales;8979000;482000;2022;17-09-2022;Blanca Ramirez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Kit de bancas;4;Muebles;2525000;137000;2021;30-05-2021;Maria Alfonso;Cali;5;Tarjeta de crédito;1;343722;-765225
Silla de oficina;4;Muebles;2922000;137000;2020;03-09-2020;Felipe Santos;Bogotá;1;Tarjeta de crédito;8;460971;-7408175
Mesa de comedor;4;Muebles;1852000;106000;2022;15-01-2022;Beatriz Morales;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Lavavajillas;4;Electrodomésticos;13072000;698000;2020;03-10-2020;Pedro Gomez;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Silla de oficina;4;Muebles;2956000;139000;2020;14-10-2020;Juan Fernandez;Medellín;3;Tarjeta de crédito;2;625184;-7556359
Cama king;4;Muebles;5374000;268000;2022;23-09-2022;Rafael Acosta;Cúcuta;5;Tarjeta de crédito;8;789391;-7250782
Cubertería;4;Artículos para el hogar;520000;10000;2020;28-01-2020;Izabela de León;Bogotá;5;Tarjeta de crédito;6;460971;-7408175
Armario;4;Muebles;4872000;241000;2020;14-10-2020;Juan Fernandez;Leticia;5;Nequi;1;-421528;-6994056
Guitarra acústica;4;Instrumentos musicales;3497000;168000;2020;31-05-2020;Beatriz Morales;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Secadora de ropa;4;Electrodomésticos;8200000;418000;2020;18-12-2020;Blanca Ramirez;Barranquilla;4;Tarjeta de crédito;1;1096854;-7478132
Auriculares con micrófono;4;Electrónicos;1953000;106000;2022;06-11-2022;Juan Fernandez;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Microondas;4;Electrodomésticos;3316000;158000;2020;10-06-2020;Rafael Acosta;Cartagena;5;Tarjeta de débito;1;1039972;-7551444
Cuerda para saltar;4;Deportes y diversión;225000;16000;2022;29-06-2022;Pedro Gomez;Bogotá;2;Tarjeta de crédito;3;460971;-7408175
Auriculares con micrófono;4;Electrónicos;2320000;126000;2020;01-02-2020;Mariana Herrera;Cali;5;Tarjeta de crédito;3;343722;-765225
Secadora de ropa;4;Electrodomésticos;13530000;723000;2020;10-11-2020;Maria Alfonso;Bogotá;4;Tarjeta de crédito;5;460971;-7408175
Microondas;4;Electrodomésticos;6291000;317000;2021;14-07-2021;Pedro Gomez;Pereira;5;Tarjeta de crédito;1;481333;-7569611
Ajedrez de madera;4;Juguetes;362000;0;2021;02-06-2021;Beatriz Morales;Barranquilla;4;Tarjeta de crédito;1;1096854;-7478132
Lavavajillas;4;Electrodomésticos;10786000;635000;2020;22-12-2020;Lucas Olivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Cama king;4;Muebles;9474000;573000;2022;28-06-2022;Camila Rivera;Bogotá;4;Nequi;1;460971;-7408175
Kit de bancas;4;Muebles;3155000;150000;2020;24-03-2020;Juan Fernandez;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Ciencia de datos con Python;4;Libros;504000;9000;2021;17-08-2021;Juan Fernandez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Asistente virtual;4;Electrónicos;1152000;43000;2022;04-01-2022;Izabela de León;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Mesa de noche;4;Muebles;2468000;113000;2020;13-06-2020;Juan Fernandez;Medellín;5;Tarjeta de crédito;10;625184;-7556359
Kit de bancas;4;Muebles;2743000;150000;2020;06-11-2020;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Mesa de comedor;4;Muebles;1670000;71000;2020;05-03-2020;Santiago Silva;Bogotá;1;Tarjeta de crédito;5;460971;-7408175
Bicicleta;4;Deportes y diversión;3597000;173000;2022;04-03-2022;Santiago Silva;Pasto;3;Tarjeta de crédito;8;121361;-7728111
Kit de bancas;4;Muebles;2696000;146000;2023;08-02-2023;Blanca Ramirez;Medellín;4;Tarjeta de crédito;15;625184;-7556359
Secadora de ropa;4;Electrodomésticos;9199000;494000;2020;24-03-2020;Felipe Santos;Bucaramanga;5;Tarjeta de crédito;3;712539;-731198
